Date,Day_of_Week,Month,Quarter,Symbol,Company_Name,Sector,Market_Cap_Category,Sentiment_Score,Sentiment_Category,Confidence_Score,Primary_Market_Factor,News_Volume,Social_Media_Mentions,Analyst_Coverage,Price_Change_Percent,Volume_Change_Percent,Market_Volatility_Index,Sector_Performance
2025-06-05,Thursday,June,Q2,LTTS.NSE,L&T Technology Services Ltd,IT Services,Mid Cap,0.104,Neutral,0.463,Regulatory News,6,248,14,0.0,1.88,23.86,-0.41
2025-06-05,Thursday,June,Q2,LUPIN.NSE,Lupin Ltd,Pharmaceuticals,Mid Cap,0.316,Positive,0.59,US FDA Approvals,14,525,10,-1.88,19.37,23.86,1.04
2025-06-05,Thursday,June,Q2,MARICO.NSE,Marico Ltd,FMCG,Mid Cap,-0.638,Negative,0.783,Volume Growth,15,812,11,-2.66,6.14,23.86,-0.07
2025-06-05,Thursday,June,Q2,MCDOWELL-N.NSE,United Spirits Ltd,Beverages,Mid Cap,-0.098,Neutral,0.459,Global Cues,9,514,10,2.55,-7.66,23.86,0.89
2025-06-05,Thursday,June,Q2,MINDTREE.NSE,Mindtree Ltd,IT Services,Mid Cap,0.322,Positive,0.593,Digital Transformation,7,565,11,1.87,9.8,23.86,-0.68
2025-06-05,Thursday,June,Q2,MOTHERSON.NSE,Motherson Sumi Systems Ltd,Auto Components,Mid Cap,-0.342,Negative,0.605,Sector Rotation,16,229,10,-0.49,9.52,23.86,-0.6
2025-06-05,Thursday,June,Q2,MPHASIS.NSE,Mphasis Ltd,IT Services,Mid Cap,-0.088,Neutral,0.453,FII Flows,12,353,13,-0.14,-10.51,23.86,1.31
2025-06-05,Thursday,June,Q2,NMDC.NSE,NMDC Ltd,Mining,Mid Cap,0.531,Positive,0.718,Sector Rotation,10,394,14,1.97,13.31,23.86,0.4
2025-06-05,Thursday,June,Q2,PAGEIND.NSE,Page Industries Ltd,Textiles,Mid Cap,-0.479,Negative,0.688,Rate Cut Expectations,17,342,13,-2.14,16.77,23.86,0.26
2025-06-05,Thursday,June,Q2,PERSISTENT.NSE,Persistent Systems Ltd,IT Services,Mid Cap,0.052,Neutral,0.431,Currency Fluctuation,13,278,13,-1.48,-3.02,23.86,0.19
2025-06-05,Thursday,June,Q2,PNB.NSE,Punjab National Bank,Banking,Mid Cap,0.396,Positive,0.638,Oil Price Movement,8,672,10,4.34,5.24,23.86,1.53
2025-06-05,Thursday,June,Q2,POLYCAB.NSE,Polycab India Ltd,Cables,Mid Cap,-0.634,Negative,0.781,Monsoon Impact,17,517,12,-2.62,8.51,23.86,-0.13
2025-06-05,Thursday,June,Q2,PVR.NSE,PVR Ltd,Entertainment,Mid Cap,-0.084,Neutral,0.451,Rate Cut Expectations,14,338,13,-1.18,10.49,23.86,-0.73
2025-06-05,Thursday,June,Q2,RELAXO.NSE,Relaxo Footwears Ltd,Footwear,Mid Cap,0.456,Positive,0.674,Currency Fluctuation,15,650,11,1.41,-2.26,23.86,-0.57
2025-06-05,Thursday,June,Q2,SAIL.NSE,Steel Authority of India Ltd,Metals,Mid Cap,-0.296,Negative,0.577,Sector Rotation,9,455,11,1.23,8.31,23.86,1.16
2025-06-05,Thursday,June,Q2,SIEMENS.NSE,Siemens Ltd,Industrials,Mid Cap,-0.052,Neutral,0.431,Market Rally,11,561,12,-0.73,15.07,23.86,0.98
2025-06-05,Thursday,June,Q2,SRF.NSE,SRF Ltd,Chemicals,Mid Cap,0.477,Positive,0.686,Trade War Concerns,14,306,15,2.97,10.32,23.86,1.19
2025-06-05,Thursday,June,Q2,TORNTPHARM.NSE,Torrent Pharmaceuticals Ltd,Pharmaceuticals,Mid Cap,-0.591,Negative,0.755,FII Flows,13,332,15,-0.93,21.17,23.86,1.2
2025-06-05,Thursday,June,Q2,TRENT.NSE,Trent Ltd,Retail,Mid Cap,-0.062,Neutral,0.437,Oil Price Movement,12,174,12,-0.46,7.59,23.86,0.81
2025-06-05,Thursday,June,Q2,VEDL.NSE,Vedanta Ltd,Metals,Mid Cap,0.365,Positive,0.619,China PMI,14,558,13,0.21,22.58,23.86,-1.39
2025-06-05,Thursday,June,Q2,VIPIND.NSE,VIP Industries Ltd,Consumer Goods,Mid Cap,-0.721,Negative,0.833,Monsoon Impact,11,724,7,-4.3,32.06,23.86,0.93
2025-06-05,Thursday,June,Q2,VOLTAS.NSE,Voltas Ltd,Consumer Goods,Mid Cap,0.224,Positive,0.535,GDP Data,12,517,10,1.1,9.7,23.86,1.22
2025-06-05,Thursday,June,Q2,WHIRLPOOL.NSE,Whirlpool of India Ltd,Consumer Goods,Mid Cap,0.639,Positive,0.783,Inflation Data,8,264,15,2.58,9.66,23.86,-0.21
2025-06-05,Thursday,June,Q2,ASTRAL.NSE,Astral Ltd,Building Materials,Mid Cap,-0.679,Negative,0.807,GDP Data,18,407,11,-1.41,15.96,23.86,1.03
2025-06-05,Thursday,June,Q2,BALKRISIND.NSE,Balkrishna Industries Ltd,Tyres,Mid Cap,0.061,Neutral,0.437,Oil Price Movement,8,167,15,0.51,-11.86,23.86,0.08
2025-06-05,Thursday,June,Q2,CUMMINSIND.NSE,Cummins India Ltd,Auto Components,Mid Cap,0.572,Positive,0.743,Regulatory News,7,760,14,2.7,0.92,23.86,0.85
2025-06-05,Thursday,June,Q2,EXIDEIND.NSE,Exide Industries Ltd,Batteries,Mid Cap,-0.448,Negative,0.669,Technical Breakout,17,675,11,0.04,4.44,23.86,0.93
2025-06-05,Thursday,June,Q2,HONAUT.NSE,Honeywell Automation India Ltd,Industrials,Mid Cap,0.154,Neutral,0.492,FII Flows,12,475,14,0.32,-8.31,23.86,0.44
2025-06-05,Thursday,June,Q2,IPCALAB.NSE,IPCA Laboratories Ltd,Pharmaceuticals,Mid Cap,0.414,Positive,0.648,US FDA Approvals,10,636,7,2.06,-1.16,23.86,0.44
2025-06-05,Thursday,June,Q2,LICHSGFIN.NSE,LIC Housing Finance Ltd,Financial Services,Mid Cap,-0.52,Negative,0.712,Rate Cut Expectations,9,741,11,-0.13,5.49,23.86,1.67
2025-06-05,Thursday,June,Q2,MAXHEALTH.NSE,Max Healthcare Institute Ltd,Healthcare,Mid Cap,0.201,Positive,0.521,Oil Price Movement,7,402,14,1.55,-9.81,23.86,0.58
2025-06-06,Friday,June,Q2,ADANIENT.NSE,Adani Enterprises Ltd,Conglomerates,Large Cap,0.493,Positive,0.696,Rate Cut Expectations,31,1178,12,3.73,15.58,19.98,0.69
2025-06-06,Friday,June,Q2,ADANIPORTS.NSE,Adani Ports & SEZ Ltd,Transportation,Large Cap,-0.657,Negative,0.794,Earnings Growth,17,1224,24,-2.07,20.58,19.98,0.98
2025-06-06,Friday,June,Q2,APOLLOHOSP.NSE,Apollo Hospitals Enterprise Ltd,Healthcare,Large Cap,-0.001,Neutral,0.401,GDP Data,15,784,19,0.45,-11.6,19.98,0.56
2025-06-06,Friday,June,Q2,ASIANPAINT.NSE,Asian Paints Ltd,Chemicals,Large Cap,0.467,Positive,0.68,Earnings Growth,16,1329,17,1.43,2.08,19.98,0.54
2025-06-06,Friday,June,Q2,AXISBANK.NSE,Axis Bank Ltd,Banking,Large Cap,-0.381,Negative,0.628,Credit Growth,16,1013,16,-2.73,-4.33,19.98,1.94
2025-06-06,Friday,June,Q2,BAJAJ-AUTO.NSE,Bajaj Auto Ltd,Automobiles,Large Cap,-0.158,Neutral,0.495,Global Cues,27,842,16,0.36,5.96,19.98,-0.54
2025-06-06,Friday,June,Q2,BAJFINANCE.NSE,Bajaj Finance Ltd,Financial Services,Large Cap,0.576,Positive,0.745,Corporate Announcements,22,1149,22,1.37,4.44,19.98,1.7
2025-06-06,Friday,June,Q2,BHARTIARTL.NSE,Bharti Airtel Ltd,Telecommunications,Large Cap,-0.491,Negative,0.695,Currency Fluctuation,25,468,22,-3.08,22.6,19.98,0.62
2025-06-06,Friday,June,Q2,BPCL.NSE,Bharat Petroleum Corporation Ltd,Oil & Gas,Large Cap,0.148,Neutral,0.489,Global Energy Demand,28,664,21,-0.58,2.17,19.98,2.11
2025-06-06,Friday,June,Q2,BRITANNIA.NSE,Britannia Industries Ltd,FMCG,Large Cap,0.546,Positive,0.727,Rural Demand,31,721,15,0.85,13.11,19.98,-0.78
2025-06-06,Friday,June,Q2,CIPLA.NSE,Cipla Ltd,Pharmaceuticals,Large Cap,-0.23,Negative,0.538,Monsoon Impact,24,869,17,0.43,-6.15,19.98,1.37
2025-06-06,Friday,June,Q2,COALINDIA.NSE,Coal India Ltd,Mining,Large Cap,0.116,Neutral,0.469,Corporate Announcements,22,403,19,-1.19,8.3,19.98,0.92
2025-06-06,Friday,June,Q2,DIVISLAB.NSE,Divi's Laboratories Ltd,Pharmaceuticals,Large Cap,0.45,Positive,0.67,Inflation Data,13,517,25,1.55,6.23,19.98,1.74
2025-06-06,Friday,June,Q2,DMART.NSE,Avenue Supermarts Ltd,Retail,Large Cap,-0.456,Negative,0.673,Market Rally,27,507,23,-2.74,14.17,19.98,-0.05
2025-06-06,Friday,June,Q2,DRREDDY.NSE,Dr. Reddy's Laboratories Ltd,Pharmaceuticals,Large Cap,-0.149,Neutral,0.489,Generic Competition,11,791,16,-0.53,-3.62,19.98,-0.02
2025-06-06,Friday,June,Q2,EICHERMOT.NSE,Eicher Motors Ltd,Automobiles,Large Cap,0.526,Positive,0.716,Monsoon Impact,31,966,18,1.87,-0.61,19.98,-0.5
2025-06-06,Friday,June,Q2,GODREJCP.NSE,Godrej Consumer Products Ltd,FMCG,Large Cap,-0.72,Negative,0.832,Rural Demand,19,1136,15,-3.47,31.35,19.98,0.0
2025-06-06,Friday,June,Q2,GRASIM.NSE,Grasim Industries Ltd,Textiles,Large Cap,0.021,Neutral,0.412,Market Rally,18,495,18,-0.32,-3.83,19.98,0.49
2025-06-06,Friday,June,Q2,HCLTECH.NSE,HCL Technologies Ltd,IT Services,Large Cap,0.352,Positive,0.611,Currency Fluctuation,12,1088,14,0.58,11.15,19.98,0.07
2025-06-06,Friday,June,Q2,HDFCBANK.NSE,HDFC Bank Ltd,Banking,Large Cap,-0.332,Negative,0.599,NPA Concerns,24,987,17,-1.68,-6.66,19.98,1.37
2025-06-06,Friday,June,Q2,HEROMOTOCO.NSE,Hero MotoCorp Ltd,Automobiles,Large Cap,0.131,Neutral,0.479,Monsoon Impact,20,348,21,1.63,16.37,19.98,0.06
2025-06-06,Friday,June,Q2,HINDALCO.NSE,Hindalco Industries Ltd,Metals,Large Cap,0.493,Positive,0.696,China PMI,22,767,14,0.74,22.89,19.98,1.55
2025-06-06,Friday,June,Q2,HINDUNILVR.NSE,Hindustan Unilever Ltd,FMCG,Large Cap,-0.416,Negative,0.65,Inflation Data,19,380,15,-1.34,15.74,19.98,-0.12
2025-06-06,Friday,June,Q2,ICICIBANK.NSE,ICICI Bank Ltd,Banking,Large Cap,-0.138,Neutral,0.483,Regulatory News,21,867,22,-2.3,-1.43,19.98,1.84
2025-06-06,Friday,June,Q2,INDUSINDBK.NSE,IndusInd Bank Ltd,Banking,Large Cap,0.536,Positive,0.721,Rate Cut Expectations,17,429,23,1.82,-0.03,19.98,1.98
2025-06-06,Friday,June,Q2,INFY.NSE,Infosys Ltd,IT Services,Large Cap,-0.456,Negative,0.674,Digital Transformation,21,966,25,-2.04,0.76,19.98,0.25
2025-06-06,Friday,June,Q2,ITC.NSE,ITC Ltd,FMCG,Large Cap,-0.144,Neutral,0.486,Trade War Concerns,12,1003,14,0.82,15.87,19.98,1.0
2025-06-06,Friday,June,Q2,JSWSTEEL.NSE,JSW Steel Ltd,Metals,Large Cap,0.373,Positive,0.624,Monsoon Impact,12,933,23,1.76,12.59,19.98,-0.94
2025-06-06,Friday,June,Q2,KOTAKBANK.NSE,Kotak Mahindra Bank Ltd,Banking,Large Cap,-0.702,Negative,0.821,Credit Growth,25,940,22,-3.02,15.58,19.98,2.03
2025-06-06,Friday,June,Q2,LT.NSE,Larsen & Toubro Ltd,Construction,Large Cap,0.05,Neutral,0.43,Oil Price Movement,18,887,22,0.23,-7.64,19.98,0.72
2025-06-06,Friday,June,Q2,LTIM.NSE,LTIMindtree Ltd,IT Services,Large Cap,0.643,Positive,0.786,Currency Fluctuation,15,1432,18,1.32,22.74,19.98,-0.6
2025-06-06,Friday,June,Q2,MARUTI.NSE,Maruti Suzuki India Ltd,Automobiles,Large Cap,-0.66,Negative,0.796,EV Transition,27,769,20,-0.17,6.93,19.98,0.49
2025-06-06,Friday,June,Q2,NESTLEIND.NSE,Nestle India Ltd,FMCG,Large Cap,0.113,Neutral,0.468,Volume Growth,24,632,24,-0.44,6.34,19.98,-0.2
2025-06-06,Friday,June,Q2,NTPC.NSE,NTPC Ltd,Power,Large Cap,0.497,Positive,0.698,Inflation Data,26,685,19,2.09,17.29,19.98,1.08
2025-06-06,Friday,June,Q2,ONGC.NSE,Oil & Natural Gas Corporation Ltd,Oil & Gas,Large Cap,-0.501,Negative,0.7,Market Rally,14,808,13,-2.17,12.53,19.98,0.75
2025-06-06,Friday,June,Q2,PIDILITIND.NSE,Pidilite Industries Ltd,Chemicals,Large Cap,-0.047,Neutral,0.428,Sector Rotation,23,329,12,-0.52,9.73,19.98,0.97
2025-06-06,Friday,June,Q2,POWERGRID.NSE,Power Grid Corporation of India Ltd,Power,Large Cap,0.546,Positive,0.728,Monsoon Impact,16,705,24,1.19,19.45,19.98,0.81
2025-06-06,Friday,June,Q2,RELIANCE.NSE,Reliance Industries Ltd,Oil & Gas,Large Cap,-0.391,Negative,0.634,Oil Price Movement,22,1193,16,-3.13,6.59,19.98,1.9
2025-06-06,Friday,June,Q2,SBIN.NSE,State Bank of India,Banking,Large Cap,-0.008,Neutral,0.405,Earnings Growth,20,480,20,-1.0,12.96,19.98,1.49
2025-06-06,Friday,June,Q2,SHREECEM.NSE,Shree Cement Ltd,Cement,Large Cap,0.718,Positive,0.831,Trade War Concerns,34,1275,13,2.43,15.48,19.98,0.83
2025-06-06,Friday,June,Q2,SUNPHARMA.NSE,Sun Pharmaceutical Industries Ltd,Pharmaceuticals,Large Cap,-0.468,Negative,0.681,Rate Cut Expectations,18,824,25,0.22,10.01,19.98,0.51
2025-06-06,Friday,June,Q2,TATACONSUM.NSE,Tata Consumer Products Ltd,FMCG,Large Cap,-0.024,Neutral,0.414,Input Cost Inflation,15,524,23,-0.63,2.8,19.98,0.03
2025-06-06,Friday,June,Q2,TATAMOTORS.NSE,Tata Motors Ltd,Automobiles,Large Cap,0.764,Positive,0.858,EV Transition,28,1029,16,-0.38,32.7,19.98,-1.08
2025-06-06,Friday,June,Q2,TATASTEEL.NSE,Tata Steel Ltd,Metals,Large Cap,-0.728,Negative,0.837,Infrastructure Spending,35,571,19,-1.75,21.49,19.98,-1.39
2025-06-06,Friday,June,Q2,TCS.NSE,Tata Consultancy Services Ltd,IT Services,Large Cap,0.007,Neutral,0.404,Currency Fluctuation,14,571,21,2.69,8.31,19.98,0.78
2025-06-06,Friday,June,Q2,TECHM.NSE,Tech Mahindra Ltd,IT Services,Large Cap,0.467,Positive,0.68,Corporate Announcements,25,887,17,2.2,-1.22,19.98,1.23
2025-06-06,Friday,June,Q2,TITAN.NSE,Titan Company Ltd,Consumer Goods,Large Cap,-0.49,Negative,0.694,FII Flows,20,399,13,-1.14,8.35,19.98,0.86
2025-06-06,Friday,June,Q2,ULTRACEMCO.NSE,UltraTech Cement Ltd,Cement,Large Cap,0.098,Neutral,0.459,Technical Breakout,21,489,24,1.36,3.07,19.98,0.89
2025-06-06,Friday,June,Q2,UPL.NSE,UPL Ltd,Chemicals,Large Cap,0.586,Positive,0.752,Technical Breakout,23,610,24,2.06,0.54,19.98,0.16
2025-06-06,Friday,June,Q2,WIPRO.NSE,Wipro Ltd,IT Services,Large Cap,-0.456,Negative,0.673,Digital Transformation,14,752,19,-2.01,9.0,19.98,1.17
2025-06-06,Friday,June,Q2,ACC.NSE,ACC Ltd,Cement,Large Cap,0.203,Positive,0.522,Global Cues,21,1037,12,-0.39,13.77,19.98,0.34
2025-06-06,Friday,June,Q2,ABCAPITAL.NSE,Aditya Birla Capital Ltd,Financial Services,Large Cap,0.368,Positive,0.621,FII Flows,27,952,25,1.6,20.97,19.98,0.96
2025-06-06,Friday,June,Q2,ABFRL.NSE,Aditya Birla Fashion and Retail Ltd,Textiles,Large Cap,-0.296,Negative,0.577,GDP Data,25,705,13,-0.98,2.48,19.98,-0.07
2025-06-06,Friday,June,Q2,IRCTC.NSE,Indian Railway Catering and Tourism Corporation Ltd,Transportation,Large Cap,0.004,Neutral,0.402,GDP Data,12,487,18,1.58,-9.42,19.98,0.96
2025-06-06,Friday,June,Q2,MINDAIND.NSE,Minda Industries Ltd,Auto Components,Large Cap,0.454,Positive,0.673,Market Rally,28,1294,22,2.51,12.23,19.98,0.32
2025-06-06,Friday,June,Q2,NYKAA.NSE,Nykaa Ltd,E-commerce,Large Cap,-0.677,Negative,0.806,GDP Data,17,770,22,-0.9,25.85,19.98,-1.26
2025-06-06,Friday,June,Q2,PAYTM.NSE,One 97 Communications Ltd,Fintech,Large Cap,-0.126,Neutral,0.476,Market Rally,14,805,19,-0.92,4.01,19.98,1.19
2025-06-06,Friday,June,Q2,POLICYBZR.NSE,PB Fintech Ltd,Financial Services,Large Cap,0.716,Positive,0.83,Monsoon Impact,35,1244,12,1.69,31.67,19.98,1.2
2025-06-06,Friday,June,Q2,STAR.NSE,Strides Pharma Science Ltd,Pharmaceuticals,Large Cap,-0.422,Negative,0.653,Regulatory News,28,946,22,0.35,-3.09,19.98,1.21
2025-06-06,Friday,June,Q2,ZOMATO.NSE,Zomato Ltd,Food Tech,Large Cap,-0.004,Neutral,0.402,Market Rally,11,860,16,0.56,14.54,19.98,-1.37
2025-06-06,Friday,June,Q2,ALKEM.NSE,Alkem Laboratories Ltd,Pharmaceuticals,Mid Cap,0.412,Positive,0.647,Oil Price Movement,6,614,13,1.02,17.85,19.98,0.2
2025-06-06,Friday,June,Q2,AMBER.NSE,Amber Enterprises India Ltd,Consumer Goods,Mid Cap,-0.512,Negative,0.707,Oil Price Movement,14,756,12,-2.12,22.03,19.98,0.28
2025-06-06,Friday,June,Q2,AUBANK.NSE,AU Small Finance Bank Ltd,Banking,Mid Cap,-0.061,Neutral,0.437,NPA Concerns,8,211,10,-0.77,-6.89,19.98,1.73
2025-06-06,Friday,June,Q2,AUROPHARMA.NSE,Aurobindo Pharma Ltd,Pharmaceuticals,Mid Cap,0.699,Positive,0.819,FII Flows,19,449,7,3.2,6.23,19.98,1.75
2025-06-06,Friday,June,Q2,BANDHANBNK.NSE,Bandhan Bank Ltd,Banking,Mid Cap,-0.708,Negative,0.825,Inflation Data,9,802,14,-0.89,21.67,19.98,1.29
2025-06-06,Friday,June,Q2,BANKBARODA.NSE,Bank of Baroda,Banking,Mid Cap,-0.065,Neutral,0.439,Credit Growth,13,352,10,-0.28,15.36,19.98,1.98
2025-06-06,Friday,June,Q2,BATAINDIA.NSE,Bata India Ltd,Consumer Goods,Mid Cap,0.355,Positive,0.613,Earnings Growth,12,656,13,4.23,0.37,19.98,0.11
2025-06-06,Friday,June,Q2,BERGEPAINT.NSE,Berger Paints India Ltd,Chemicals,Mid Cap,-0.609,Negative,0.766,Technical Breakout,14,292,7,-0.23,3.42,19.98,0.49
2025-06-06,Friday,June,Q2,BIOCON.NSE,Biocon Ltd,Pharmaceuticals,Mid Cap,0.145,Neutral,0.487,Generic Competition,11,256,10,1.49,13.51,19.98,-0.49
2025-06-06,Friday,June,Q2,BOSCHLTD.NSE,Bosch Ltd,Auto Components,Mid Cap,0.8,Positive,0.88,Monsoon Impact,12,707,7,3.41,17.67,19.98,-0.89
2025-06-06,Friday,June,Q2,CADILAHC.NSE,Cadila Healthcare Ltd,Pharmaceuticals,Mid Cap,-0.471,Negative,0.682,Market Rally,16,673,11,-0.58,14.56,19.98,-0.49
2025-06-06,Friday,June,Q2,CANFINHOME.NSE,Can Fin Homes Ltd,Financial Services,Mid Cap,0.167,Neutral,0.5,GDP Data,14,341,7,0.59,15.85,19.98,1.19
2025-06-06,Friday,June,Q2,COFORGE.NSE,Coforge Ltd,IT Services,Mid Cap,0.376,Positive,0.626,Earnings Growth,10,419,13,0.61,20.07,19.98,0.78
2025-06-06,Friday,June,Q2,COLPAL.NSE,Colgate-Palmolive India Ltd,FMCG,Mid Cap,-0.546,Negative,0.727,Input Cost Inflation,16,405,14,-2.57,25.92,19.98,0.56
2025-06-06,Friday,June,Q2,CROMPTON.NSE,Crompton Greaves Consumer Electricals Ltd,Electricals,Mid Cap,-0.085,Neutral,0.451,Market Rally,6,210,10,0.49,11.5,19.98,0.66
2025-06-06,Friday,June,Q2,DABUR.NSE,Dabur India Ltd,FMCG,Mid Cap,0.582,Positive,0.749,Volume Growth,13,675,10,1.07,9.37,19.98,0.47
2025-06-06,Friday,June,Q2,DIXON.NSE,Dixon Technologies India Ltd,Electronics,Mid Cap,-0.649,Negative,0.789,Technical Breakout,8,564,9,-3.43,3.31,19.98,0.79
2025-06-06,Friday,June,Q2,DLF.NSE,DLF Ltd,Real Estate,Mid Cap,0.044,Neutral,0.426,Trade War Concerns,7,294,13,1.31,-2.64,19.98,1.04
2025-06-06,Friday,June,Q2,FEDERALBNK.NSE,Federal Bank Ltd,Banking,Mid Cap,0.569,Positive,0.741,NPA Concerns,8,427,9,-0.89,21.29,19.98,2.08
2025-06-06,Friday,June,Q2,GAIL.NSE,GAIL India Ltd,Oil & Gas,Mid Cap,-0.526,Negative,0.716,Oil Price Movement,9,775,12,-3.23,2.42,19.98,1.37
2025-06-06,Friday,June,Q2,GLENMARK.NSE,Glenmark Pharmaceuticals Ltd,Pharmaceuticals,Mid Cap,0.053,Neutral,0.432,US FDA Approvals,12,315,7,0.68,-3.77,19.98,-0.42
2025-06-06,Friday,June,Q2,GODREJPROP.NSE,Godrej Properties Ltd,Real Estate,Mid Cap,0.443,Positive,0.666,Regulatory Changes,9,508,15,1.97,23.88,19.98,-0.31
2025-06-06,Friday,June,Q2,HAVELLS.NSE,Havells India Ltd,Electricals,Mid Cap,-0.573,Negative,0.744,Monsoon Impact,16,481,8,-2.12,1.77,19.98,0.12
2025-06-06,Friday,June,Q2,IDFCFIRSTB.NSE,IDFC First Bank Ltd,Banking,Mid Cap,0.142,Neutral,0.485,NPA Concerns,6,513,6,0.81,-1.9,19.98,1.45
2025-06-06,Friday,June,Q2,INOXLEISUR.NSE,INOX Leisure Ltd,Entertainment,Mid Cap,0.327,Positive,0.596,FII Flows,13,505,14,0.5,19.02,19.98,-0.11
2025-06-06,Friday,June,Q2,JINDALSTEL.NSE,Jindal Steel & Power Ltd,Metals,Mid Cap,-0.421,Negative,0.653,Global Demand,12,442,8,-2.28,7.45,19.98,1.98
2025-06-06,Friday,June,Q2,LTTS.NSE,L&T Technology Services Ltd,IT Services,Mid Cap,-0.038,Neutral,0.423,Global Cues,11,270,10,-1.15,7.7,19.98,0.45
2025-06-06,Friday,June,Q2,LUPIN.NSE,Lupin Ltd,Pharmaceuticals,Mid Cap,0.351,Positive,0.61,Generic Competition,15,670,9,1.79,18.31,19.98,0.18
2025-06-06,Friday,June,Q2,MARICO.NSE,Marico Ltd,FMCG,Mid Cap,-0.499,Negative,0.699,Inflation Data,10,437,8,1.75,15.59,19.98,0.77
2025-06-06,Friday,June,Q2,MCDOWELL-N.NSE,United Spirits Ltd,Beverages,Mid Cap,-0.086,Neutral,0.452,Trade War Concerns,13,474,7,1.58,-4.85,19.98,-0.3
2025-06-06,Friday,June,Q2,MINDTREE.NSE,Mindtree Ltd,IT Services,Mid Cap,0.593,Positive,0.756,Digital Transformation,16,653,13,3.2,10.57,19.98,-0.12
2025-06-06,Friday,June,Q2,MOTHERSON.NSE,Motherson Sumi Systems Ltd,Auto Components,Mid Cap,-0.424,Negative,0.654,Rate Cut Expectations,7,511,15,0.21,17.94,19.98,-0.96
2025-06-06,Friday,June,Q2,MPHASIS.NSE,Mphasis Ltd,IT Services,Mid Cap,0.095,Neutral,0.457,Global Cues,8,444,15,-0.67,13.49,19.98,-0.27
2025-06-06,Friday,June,Q2,NMDC.NSE,NMDC Ltd,Mining,Mid Cap,0.646,Positive,0.788,GDP Data,8,823,12,2.08,10.18,19.98,0.88
2025-06-06,Friday,June,Q2,PAGEIND.NSE,Page Industries Ltd,Textiles,Mid Cap,-0.546,Negative,0.727,Trade War Concerns,9,692,6,-1.89,7.66,19.98,-0.41
2025-06-06,Friday,June,Q2,PERSISTENT.NSE,Persistent Systems Ltd,IT Services,Mid Cap,-0.036,Neutral,0.422,Global Cues,13,394,9,2.22,11.46,19.98,1.22
2025-06-06,Friday,June,Q2,PNB.NSE,Punjab National Bank,Banking,Mid Cap,0.409,Positive,0.645,NPA Concerns,14,604,14,0.68,16.48,19.98,0.73
2025-06-06,Friday,June,Q2,POLYCAB.NSE,Polycab India Ltd,Cables,Mid Cap,-0.44,Negative,0.664,Currency Fluctuation,14,596,10,-0.78,1.71,19.98,-0.05
2025-06-06,Friday,June,Q2,PVR.NSE,PVR Ltd,Entertainment,Mid Cap,-0.117,Neutral,0.47,Sector Rotation,9,346,6,-0.59,8.13,19.98,-0.55
2025-06-06,Friday,June,Q2,RELAXO.NSE,Relaxo Footwears Ltd,Footwear,Mid Cap,0.262,Positive,0.557,Monsoon Impact,13,569,9,2.57,16.3,19.98,-0.58
2025-06-06,Friday,June,Q2,SAIL.NSE,Steel Authority of India Ltd,Metals,Mid Cap,-0.648,Negative,0.789,Global Demand,12,793,15,-0.16,12.78,19.98,1.77
2025-06-06,Friday,June,Q2,SIEMENS.NSE,Siemens Ltd,Industrials,Mid Cap,-0.073,Neutral,0.444,Global Cues,13,179,13,-0.37,-2.55,19.98,0.5
2025-06-06,Friday,June,Q2,SRF.NSE,SRF Ltd,Chemicals,Mid Cap,0.472,Positive,0.683,Technical Breakout,14,701,14,-1.48,2.87,19.98,0.05
2025-06-06,Friday,June,Q2,TORNTPHARM.NSE,Torrent Pharmaceuticals Ltd,Pharmaceuticals,Mid Cap,-0.571,Negative,0.743,Regulatory News,10,534,13,-2.28,24.28,19.98,-0.35
2025-06-06,Friday,June,Q2,TRENT.NSE,Trent Ltd,Retail,Mid Cap,0.132,Neutral,0.479,Currency Fluctuation,13,202,7,0.77,6.98,19.98,1.22
2025-06-06,Friday,June,Q2,VEDL.NSE,Vedanta Ltd,Metals,Mid Cap,0.41,Positive,0.646,Market Rally,10,723,11,0.28,7.79,19.98,-0.76
2025-06-06,Friday,June,Q2,VIPIND.NSE,VIP Industries Ltd,Consumer Goods,Mid Cap,-0.573,Negative,0.744,Market Rally,12,740,14,-0.82,0.81,19.98,1.09
2025-06-06,Friday,June,Q2,VOLTAS.NSE,Voltas Ltd,Consumer Goods,Mid Cap,-0.017,Neutral,0.41,Regulatory News,9,215,8,-0.35,4.2,19.98,0.52
2025-06-06,Friday,June,Q2,WHIRLPOOL.NSE,Whirlpool of India Ltd,Consumer Goods,Mid Cap,0.454,Positive,0.672,GDP Data,7,551,15,-1.16,16.86,19.98,0.93
2025-06-06,Friday,June,Q2,ASTRAL.NSE,Astral Ltd,Building Materials,Mid Cap,-0.313,Negative,0.588,Trade War Concerns,11,338,8,-0.04,2.87,19.98,0.25
2025-06-06,Friday,June,Q2,BALKRISIND.NSE,Balkrishna Industries Ltd,Tyres,Mid Cap,0.058,Neutral,0.435,Currency Fluctuation,10,485,10,-1.82,16.2,19.98,0.37
2025-06-06,Friday,June,Q2,CUMMINSIND.NSE,Cummins India Ltd,Auto Components,Mid Cap,0.588,Positive,0.753,Inflation Data,7,357,7,3.26,9.45,19.98,-1.86
